,Fraction of Outliers (Mean),Fraction of Outliers (Median),Fraction of Outliers (Std Dev),Fraction of Outliers IQR,Fraction of Outliers percent outliers,GCOR,Participant,Quality (Mean),Quality (Median),Quality (Std Dev),Quality IQR,Quality percent outliers,RMSD (Mean),RMSD (Median),RMSD (Std Dev),RMSD IQR,RMSD percent outliers,Series,Session,Site,Std. DVARS (Mean),Std. DVARS (Median),Std. DVARS (Std Dev),Std. DVARS percent outliers,Std. DVARs IQR,aux_file,bitpix,data_type,db_name,descrip,extensions,intent_name,pix_dimx,pix_dimy,pix_dimz,qform_code,qoffset_x,qoffset_y,qoffset_z,quatern_b,quatern_c,quatern_d,scl_inter,scl_slope,sform_code,slice_code,slice_duration,slice_end,slice_start,srow_x,srow_y,srow_z,toffset,tr
49,0.0021568,0.000685,0.0042582992,0.000815,0.155,0.0313271316,3033,0.022811953,0.02236715,0.0017426634,0.0016684,0.09,0.0480928497,0.041473604,0.0313964229,0.0240172691,0.085,rest_1,session_1,BMB_1,1.2271898469,1.2145857718,0.1301536017,0.0201005025,0.1585410766,,16,,,,1,,3,3,4,1,93.5190734863,-78.4639129639,-26.0480270386,0,1,0,,,1,0,0,33,0,[ -3.          -0.          -0.          93.51907349],[ -0.           3.          -0.         -78.46391296],[  0.           0.           3.99999976 -26.04802704],0,2.3
50,0.00131245,0.000605,0.0018682461,0.00085,0.11,0.0208511129,3034,0.040071649,0.03964325,0.0015086569,0.00201585,0.02,0.0351191109,0.0316947224,0.0153096339,0.0199445284,0.025,rest_1,session_1,BMB_1,1.1902536702,1.1883332261,0.0984766644,0.0452261307,0.1075861764,,16,,,,1,,3,3,4,1,98.8123168945,-76.0102996826,-40.2481536865,0,1,0,,,1,0,0,33,0,[ -2.99999976  -0.          -0.          98.81231689],[ -0.           3.          -0.         -76.01029968],[  0.           0.           4.         -40.24815369],0,2.3
51,0.00305915,0.000705,0.0071553368,0.0011025,0.15,0.0112124948,3034,0.0475690175,0.0468253,0.0029073399,0.0026943,0.095,0.0542085993,0.0536330688,0.0207593942,0.0268372575,0.02,rest_2,session_1,BMB_1,1.1466096636,1.1514010356,0.0754815976,0.0100502513,0.1021666714,,16,,,,1,,3,3,4,1,98.8123168945,-76.0102996826,-40.2481536865,0,1,0,,,1,0,0,33,0,[ -2.99999976  -0.          -0.          98.81231689],[ -0.           3.          -0.         -76.01029968],[  0.           0.           4.         -40.24815369],0,2.3
52,0.00097045,0.000635,0.0007827543,0.00061,0.1,0.025579221,3036,0.034308739,0.03414255,0.0008658718,0.0010887,0.04,0.0440437609,0.0388907759,0.0243374558,0.0303106955,0.015,rest_1,session_1,BMB_1,1.0638452315,1.0635071657,0.0679703445,0.0050251256,0.0942851449,,16,,,,1,,3,3,4,1,100.072250366,-77.6795578003,-14.2842435837,0,1,0,,,1,0,0,33,0,[  -3.           -0.           -0.          100.07225037],[ -0.          3.         -0.        -77.6795578],[  0.           0.           3.99999976 -14.28424358],0,2.3
53,0.00092855,0.00075,0.000615232,0.0003425,0.095,0.0407579267,3036,0.034133436,0.03414675,0.0005021075,0.00062865,0.01,0.0770035971,0.0713406353,0.035407985,0.049894943,0.005,rest_2,session_1,BMB_1,1.1213745217,1.1041189241,0.1446284342,0.0100502513,0.2126519762,,16,,,,1,,3,3,4,1,100.072250366,-77.6795578003,-14.2842435837,0,1,0,,,1,0,0,33,0,[  -3.           -0.           -0.          100.07225037],[ -0.          3.         -0.        -77.6795578],[  0.           0.           3.99999976 -14.28424358],0,2.3
54,0.00125175,0.00067,0.0017734879,0.00065,0.11,0.0102644539,3037,0.033227666,0.03310395,0.0009266989,0.0010947,0.05,0.0928093528,0.0901120758,0.0472547289,0.0509897637,0.03,rest_2,session_1,BMB_1,1.208129819,1.1929255212,0.1193190014,0.0452261307,0.1056984183,,16,,,,1,,3,3,4,1,97.2258148193,-83.1781768799,-9.5740852356,0,1,0,,,1,0,0,33,0,[ -2.99999976  -0.          -0.          97.22581482],[ -0.           3.          -0.         -83.17817688],[ 0.          0.          4.         -9.57408524],0,2.3
55,0.0024706,0.000595,0.0039499491,0.002415,0.145,0.0116515672,3037,0.0328480755,0.03212385,0.0015922567,0.0018602,0.035,0.113014069,0.1031743734,0.0572695506,0.0826576453,0.01,rest_1,session_1,BMB_1,1.2473019654,1.2352571126,0.1542160319,0.0301507538,0.1102482518,,16,,,,1,,3,3,4,1,97.2258148193,-83.1781768799,-9.5740852356,0,1,0,,,1,0,0,33,0,[ -2.99999976  -0.          -0.          97.22581482],[ -0.           3.          -0.         -83.17817688],[ 0.          0.          4.         -9.57408524],0,2.3
56,0.0048066,0.00058,0.0122578919,0.000765,0.185,0.0115847488,3038,0.030123505,0.0293591,0.0053044895,0.005901,0.07,0.1206996372,0.1139502384,0.0553686074,0.0732068117,0.01,rest_2,session_1,BMB_1,1.0614540541,1.0552035928,0.137034549,0.0150753769,0.1765086124,,16,,,,1,,3,3,4,1,99.1494750977,-76.8731613159,-23.766046524,0,1,0,,,1,0,0,33,0,[ -2.99999976  -0.          -0.          99.1494751 ],[ -0.           2.99999976  -0.         -76.87316132],[  0.           0.           3.99999976 -23.76604652],0,2.3
57,0.001494,0.00065,0.0024633159,0.0009375,0.105,0.0130955851,3038,0.02668168,0.02600505,0.0020253504,0.00308565,0,0.0899354413,0.0868963867,0.0455531046,0.0755023792,0,rest_1,session_1,BMB_1,1.1323082906,1.1407243501,0.1493151297,0.0251256281,0.186866514,,16,,,,1,,3,3,4,1,99.1494750977,-76.8731613159,-23.766046524,0,1,0,,,1,0,0,33,0,[ -2.99999976  -0.          -0.          99.1494751 ],[ -0.           2.99999976  -0.         -76.87316132],[  0.           0.           3.99999976 -23.76604652],0,2.3
58,0.0009389,0.000625,0.0008821082,0.00054,0.085,0.0166638844,3039,0.0294394765,0.02921865,0.0009634098,0.001489075,0.01,0.0980065004,0.0975294134,0.0450725867,0.0737769597,0,rest_1,session_1,BMB_1,1.1942778915,1.1928627548,0.0570397433,0.0201005025,0.0646718992,,16,,,,1,,3,3,4,1,98.5400619507,-76.2935409546,-22.2197341919,0,1,0,,,1,0,0,33,0,[ -3.          -0.          -0.          98.54006195],[ -0.           2.99999976  -0.         -76.29354095],[  0.           0.           4.         -22.21973419],0,2.3
59,0.00096305,0.00064,0.0013494136,0.0003825,0.105,0.0184855514,3039,0.02745762,0.02729295,0.0006441945,0.000736575,0.03,0.0777289293,0.0751551181,0.0343440618,0.049982852,0,rest_2,session_1,BMB_1,1.201198711,1.1989857713,0.0559858801,0.0351758794,0.06767836,,16,,,,1,,3,3,4,1,98.5400619507,-76.2935409546,-22.2197341919,0,1,0,,,1,0,0,33,0,[ -3.          -0.          -0.          98.54006195],[ -0.           2.99999976  -0.         -76.29354095],[  0.           0.           4.         -22.21973419],0,2.3
60,0.00107525,0.00055,0.0015968945,0.0003425,0.15,0.0172336963,3040,0.0215283025,0.02131005,0.0007038674,0.0007317,0.055,0.050837466,0.0444119624,0.0303733862,0.0261549136,0.05,rest_2,session_1,BMB_1,1.1469528295,1.1435575007,0.1037393074,0.0452261307,0.1002055565,,16,,,,1,,3,3,4,1,97.2699050903,-60.6467323303,-61.7386932373,0,1,0,,,1,0,0,33,0,[ -3.          -0.          -0.          97.26990509],[ -0.           3.          -0.         -60.64673233],[  0.           0.           4.         -61.73869324],0,2.3
61,0.0007562,0.00052,0.0006166487,0.0002725,0.16,0.0131417858,3040,0.0257270875,0.02583725,0.0013893247,0.002162525,0,0.0799262484,0.0742410889,0.0382772241,0.0502613011,0.02,rest_1,session_1,BMB_1,1.0115182903,0.9962536606,0.1264507208,0.0050251256,0.1882332052,,16,,,,1,,3,3,4,1,97.2699050903,-60.6467323303,-61.7386932373,0,1,0,,,1,0,0,33,0,[ -3.          -0.          -0.          97.26990509],[ -0.           3.          -0.         -60.64673233],[  0.           0.           4.         -61.73869324],0,2.3
62,0.0010473,0.00071,0.0013682579,0.00039,0.115,0.0115182698,3041,0.022035961,0.0218066,0.0008726091,0.000855125,0.105,0.0162534271,0.0118410208,0.0204153503,0.0077081648,0.075,rest_2,session_1,BMB_1,1.133957943,1.0998642449,0.1878881112,0.0351758794,0.2117696335,,16,,,,1,,3,3,4,1,102.66317749,-68.0440063477,-45.5261573792,0,1,0,,,1,0,0,33,0,[  -3.           -0.           -0.          102.66317749],[ -0.           3.          -0.         -68.04400635],[  0.           0.           3.99999952 -45.52615738],0,2.3
63,0.0011596,0.000675,0.0018688817,0.0003825,0.1,0.011577884,3041,0.02332228,0.0228987,0.0013621202,0.001804825,0.045,0.0191633183,0.0144329613,0.0193653174,0.0106872512,0.06,rest_1,session_1,BMB_1,1.1540597835,1.1103501387,0.2022605211,0.0100502513,0.2863382808,,16,,,,1,,3,3,4,1,102.66317749,-68.0440063477,-45.5261573792,0,1,0,,,1,0,0,33,0,[  -3.           -0.           -0.          102.66317749],[ -0.           3.          -0.         -68.04400635],[  0.           0.           3.99999952 -45.52615738],0,2.3
64,0.00101925,0.000865,0.0005520633,0.0006,0.04,0.0130685215,3042,0.024457129,0.02439855,0.0012687725,0.001920125,0,0.0729439436,0.0548347471,0.0544852009,0.0747846659,0.015,rest_2,session_1,BMB_1,1.104876646,1.0817081838,0.1414701202,0.0100502513,0.1975756945,,16,,,,1,,3,3,4,1,92.4631347656,-71.0692443848,-51.8782272339,0,1,0,,,1,0,0,33,0,[ -3.          -0.          -0.          92.46313477],[ -0.           3.          -0.         -71.06924438],[  0.           0.           3.99999976 -51.87822723],0,2.3
65,0.0010963,0.000835,0.0009827926,0.0006525,0.06,0.0271420844,3042,0.024897136,0.0248549,0.0008851793,0.00125915,0.005,0.0962765364,0.0586058212,0.0917243325,0.0953710758,0.07,rest_1,session_1,BMB_1,1.0922737981,1.0341935084,0.2107017577,0.0552763819,0.2223978888,,16,,,,1,,3,3,4,1,92.4631347656,-71.0692443848,-51.8782272339,0,1,0,,,1,0,0,33,0,[ -3.          -0.          -0.          92.46313477],[ -0.           3.          -0.         -71.06924438],[  0.           0.           3.99999976 -51.87822723],0,2.3
66,0.0007952,0.0006,0.000464307,0.00055,0.04,0.0245910455,3044,0.026638563,0.0261234,0.0014440425,0.002462475,0,0.0376570253,0.0296000685,0.0291743781,0.0260684305,0.055,rest_1,session_1,BMB_1,1.1327246785,1.1314161872,0.0881610192,0.0150753769,0.1210903374,,16,,,,1,,3,3,4,1,100.763442993,-73.0737991333,-36.3852424622,0,1,0,,,1,0,0,33,0,[  -3.00000024   -0.           -0.          100.76344299],[ -0.           2.99999976  -0.         -73.07379913],[  0.           0.           4.         -36.38524246],0,2.3
67,0.00847815,0.000665,0.0333502562,0.000415,0.12,0.0242950615,3044,0.02560417,0.0246362,0.0040690722,0.000792075,0.065,0.0469533568,0.0300414451,0.1288379072,0.0183672261,0.085,rest_2,session_1,BMB_1,1.3478649648,1.2920958263,0.5748499087,0.0703517588,0.1156748072,,16,,,,1,,3,3,4,1,100.763442993,-73.0737991333,-36.3852424622,0,1,0,,,1,0,0,33,0,[  -3.00000024   -0.           -0.          100.76344299],[ -0.           2.99999976  -0.         -73.07379913],[  0.           0.           4.         -36.38524246],0,2.3
68,0.00120165,0.00052,0.0015916136,0.0005425,0.17,0.0130925066,3045,0.0358377495,0.03477135,0.0026317287,0.0030076,0.055,0.092861767,0.0888460452,0.0498640741,0.0781128656,0,rest_1,session_1,BMB_1,1.1704955389,1.1608855363,0.1122874577,0.0301507538,0.139543322,,16,,,,1,,3,3,4,1,96.6036224365,-69.1015014648,-58.8015403748,0,1,0,,,1,0,0,33,0,[ -3.          -0.          -0.          96.60362244],[ -0.           3.          -0.         -69.10150146],[  0.           0.           4.         -58.80154037],0,2.3
69,0.00073365,0.0006,0.0006120941,0.00024,0.1,0.0221349827,3045,0.032841971,0.0327877,0.0005866259,0.000769025,0.005,0.0663373704,0.0650129647,0.0346678782,0.0512842198,0.01,rest_2,session_1,BMB_1,1.2378915365,1.2357753866,0.1229765783,0.0150753769,0.1389171583,,16,,,,1,,3,3,4,1,96.6036224365,-69.1015014648,-58.8015403748,0,1,0,,,1,0,0,33,0,[ -3.          -0.          -0.          96.60362244],[ -0.           3.          -0.         -69.10150146],[  0.           0.           4.         -58.80154037],0,2.3
70,0.0026435,0.00057,0.0055066402,0.0012075,0.215,0.0179675271,3047,0.0260947035,0.0251306,0.0025655492,0.0017395,0.165,0.0466904737,0.0304851892,0.0743436103,0.0211599155,0.075,rest_2,session_1,BMB_1,1.0294315195,0.9387422018,0.341608909,0.1005025126,0.1087558614,,16,,,,1,,3,3,4,1,95.5051422119,-65.8641204834,-58.0603790283,0,1,0,,,1,0,0,33,0,[ -2.99999976  -0.          -0.          95.50514221],[ -0.           2.99999976  -0.         -65.86412048],[  0.           0.           3.99999976 -58.06037903],0,2.3
71,0.00211105,0.00067,0.0037162016,0.0006325,0.16,0.0237404643,3047,0.0249714565,0.0246618,0.0011764596,0.00092635,0.14,0.0213277809,0.017339256,0.0227491312,0.0100338703,0.075,rest_1,session_1,BMB_1,1.0463362007,1.016328216,0.1534362719,0.040201005,0.0974486677,,16,,,,1,,3,3,4,1,95.5051422119,-65.8641204834,-58.0603790283,0,1,0,,,1,0,0,33,0,[ -2.99999976  -0.          -0.          95.50514221],[ -0.           2.99999976  -0.         -65.86412048],[  0.           0.           3.99999976 -58.06037903],0,2.3
72,0.0033057,0.000585,0.0078900825,0.0007225,0.16,0.0194922396,3049,0.0302500405,0.02969655,0.0016626248,0.000929725,0.125,0.079382805,0.0723495175,0.0464393394,0.0354625341,0.06,rest_2,session_1,BMB_1,1.1591682123,1.0976544346,0.2659231338,0.0653266332,0.1667751765,,16,,,,1,,3,3,4,1,93.1280212402,-61.0850105286,-86.1974868774,0,1,0,,,1,0,0,33,0,[ -3.00000024  -0.          -0.          93.12802124],[ -0.           3.          -0.         -61.08501053],[  0.           0.           4.         -86.19748688],0,2.3
73,0.0027257,0.000605,0.0052623375,0.001265,0.17,0.0096114211,3049,0.033374305,0.03270235,0.003030685,0.00291145,0.11,0.0977629226,0.0814589057,0.0692630304,0.065953275,0.06,rest_1,session_1,BMB_1,1.0204113618,0.9600290306,0.2331767102,0.0753768844,0.1838523115,,16,,,,1,,3,3,4,1,93.1280212402,-61.0850105286,-86.1974868774,0,1,0,,,1,0,0,33,0,[ -3.00000024  -0.          -0.          93.12802124],[ -0.           3.          -0.         -61.08501053],[  0.           0.           4.         -86.19748688],0,2.3
74,0.00248515,0.00063,0.0052444756,0.0008925,0.14,0.0102461435,3050,0.050698091,0.0512682,0.0036612476,0.0055473,0,0.0323877424,0.0277213339,0.0235480241,0.0196354107,0.03,rest_1,session_1,BMB_1,1.017346546,1.0175763734,0.1520678377,0.0050251256,0.2093833358,,16,,,,1,,3,3,4,1,98.0796051025,-81.4479217529,-58.6436767578,0,1,0,,,1,0,0,33,0,[ -2.99999976  -0.          -0.          98.0796051 ],[ -0.           2.99999976  -0.         -81.44792175],[  0.           0.           3.99999976 -58.64367676],0,2.3
75,0.0012707,0.00056,0.0018962543,0.0003925,0.16,0.0162756751,3050,0.044749282,0.0443903,0.001507443,0.001886375,0.045,0.0331482742,0.0289242465,0.0170629811,0.0190546067,0.045,rest_2,session_1,BMB_1,1.2165590314,1.2332325535,0.0798061565,0.0603015075,0.0902530655,,16,,,,1,,3,3,4,1,98.0796051025,-81.4479217529,-58.6436767578,0,1,0,,,1,0,0,33,0,[ -2.99999976  -0.          -0.          98.0796051 ],[ -0.           2.99999976  -0.         -81.44792175],[  0.           0.           3.99999976 -58.64367676],0,2.3
76,0.00142,0.00068,0.0024837546,0.0005925,0.135,0.0699463763,3051,0.027642045,0.0273262,0.0014293959,0.00123525,0.075,0.0408312799,0.0346231003,0.0244376652,0.0270151049,0.06,rest_4,session_1,BMB_1,1.1720601709,1.1652782596,0.1257443035,0,0.1944454244,,16,,,,1,,3,3,4,1,96.0775756836,-75.2253417969,-11.8907394409,0,1,0,,,1,0,0,33,0,[ -3.          -0.          -0.          96.07757568],[ -0.           2.99999976  -0.         -75.2253418 ],[  0.           0.           4.         -11.89073944],0,2.3
77,0.001332,0.000685,0.0023119018,0.000575,0.115,0.0436344598,3051,0.027663466,0.02735875,0.0009359264,0.00119075,0.02,0.028724819,0.023451497,0.0233164742,0.0174982746,0.08,rest_2,session_1,BMB_1,1.2215159324,1.1983575467,0.1406704027,0.0301507538,0.1541577869,,16,,,,1,,3,3,4,1,96.0775756836,-75.2253417969,-11.8907394409,0,1,0,,,1,0,0,33,0,[ -3.          -0.          -0.          96.07757568],[ -0.           2.99999976  -0.         -75.2253418 ],[  0.           0.           4.         -11.89073944],0,2.3
78,0.00129885,0.00055,0.0026271331,0.0003125,0.14,0.0176317532,3051,0.030308335,0.02922185,0.0029249565,0.002941225,0.075,0.0265677883,0.0220738455,0.0174132712,0.0140856773,0.065,rest_3,session_1,BMB_1,1.1309158757,1.1145099386,0.098679947,0.0251256281,0.1257918053,,16,,,,1,,3,3,4,1,96.0775756836,-75.2253417969,-11.8907394409,0,1,0,,,1,0,0,33,0,[ -3.          -0.          -0.          96.07757568],[ -0.           2.99999976  -0.         -75.2253418 ],[  0.           0.           4.         -11.89073944],0,2.3
79,0.00119115,0.00065,0.001717044,0.0007,0.09,0.012473971,3051,0.0290441495,0.02882235,0.0013263501,0.001482725,0.065,0.0283354516,0.0200623208,0.0268281536,0.0146007476,0.09,rest_1,session_1,BMB_1,1.2325075899,1.2121922461,0.1144024308,0.0502512563,0.1331503341,,16,,,,1,,3,3,4,1,96.0775756836,-75.2253417969,-11.8907394409,0,1,0,,,1,0,0,33,0,[ -3.          -0.          -0.          96.07757568],[ -0.           2.99999976  -0.         -75.2253418 ],[  0.           0.           4.         -11.89073944],0,2.3
80,0.00209915,0.001325,0.0027458015,0.001595,0.06,0.0860640672,3052,0.0357232,0.03556275,0.0015495818,0.002296575,0,0.0368263699,0.0324302313,0.0196420499,0.0250127544,0.03,rest_1,session_1,BMB_1,1.093093274,1.0861011958,0.0999764053,0.0100502513,0.1252343922,,16,,,,1,,3,3,4,1,102.069396973,-78.0643081665,-37.7242584229,0,1,0,,,1,0,0,33,0,[  -2.99999976   -0.           -0.          102.06939697],[ -0.           3.00000024  -0.         -78.06430817],[  0.           0.           3.99999976 -37.72425842],0,2.3
81,0.0028974,0.001685,0.0036175661,0.00306,0.07,0.1601720642,3052,0.034383045,0.0345028,0.0012427176,0.001737675,0.015,0.0406589427,0.037648535,0.0190701816,0.0229142125,0.035,rest_2,session_1,BMB_1,1.0705951994,1.0456837835,0.1097751878,0.0201005025,0.1345168753,,16,,,,1,,3,3,4,1,102.069396973,-78.0643081665,-37.7242584229,0,1,0,,,1,0,0,33,0,[  -2.99999976   -0.           -0.          102.06939697],[ -0.           3.00000024  -0.         -78.06430817],[  0.           0.           3.99999976 -37.72425842],0,2.3
82,0.00198145,0.001125,0.0029613648,0.0010425,0.105,0.1431859129,3052,0.03375799,0.03266065,0.0028661963,0.00440085,0,0.050767936,0.043926739,0.0266726766,0.0346294947,0.025,rest_3,session_1,BMB_1,1.0406480511,1.0191880024,0.1068059721,0.0804020101,0.0940920154,,16,,,,1,,3,3,4,1,102.069396973,-78.0643081665,-37.7242584229,0,1,0,,,1,0,0,33,0,[  -2.99999976   -0.           -0.          102.06939697],[ -0.           3.00000024  -0.         -78.06430817],[  0.           0.           3.99999976 -37.72425842],0,2.3
83,0.0028742,0.001335,0.0045974307,0.0020375,0.12,0.1254795692,3052,0.035251693,0.03486345,0.0027561878,0.00375005,0.025,0.0530076307,0.047099035,0.0318189301,0.0289292027,0.05,rest_4,session_1,BMB_1,1.0480818269,1.0305037238,0.1287497873,0.040201005,0.1424181865,,16,,,,1,,3,3,4,1,102.069396973,-78.0643081665,-37.7242584229,0,1,0,,,1,0,0,33,0,[  -2.99999976   -0.           -0.          102.06939697],[ -0.           3.00000024  -0.         -78.06430817],[  0.           0.           3.99999976 -37.72425842],0,2.3
84,0.0030869,0.00097,0.0041537096,0.0032725,0.115,0.0631593571,3054,0.036737854,0.0364915,0.0023978739,0.002367975,0.055,0.0616325489,0.0419320652,0.0675141493,0.0428080693,0.09,rest_2,session_1,BMB_1,0.9930655066,0.9909076683,0.1598877087,0.0201005025,0.1801017357,,16,,,,1,,3,3,4,1,100.383529663,-77.5231628418,-15.1769447327,0,1,0,,,1,0,0,33,0,[  -2.99999976   -0.           -0.          100.38352966],[ -0.           3.          -0.         -77.52316284],[  0.           0.           3.99999976 -15.17694473],0,2.3
85,0.0053624,0.00152,0.0083014277,0.005625,0.11,0.0798730898,3054,0.033792462,0.03282615,0.002895805,0.002373925,0.105,0.0732541359,0.0533074942,0.066507364,0.0495974132,0.095,rest_4,session_1,BMB_1,1.1674408573,1.1248744214,0.2104559256,0.0452261307,0.2293579347,,16,,,,1,,3,3,4,1,100.383529663,-77.5231628418,-15.1769447327,0,1,0,,,1,0,0,33,0,[  -2.99999976   -0.           -0.          100.38352966],[ -0.           3.          -0.         -77.52316284],[  0.           0.           3.99999976 -15.17694473],0,2.3
86,0.00219655,0.0007,0.002570504,0.0024825,0.11,0.0211385192,3054,0.034260764,0.03342565,0.0019472702,0.0025465,0.005,0.0485181666,0.0412455569,0.0322223296,0.0309321089,0.045,rest_3,session_1,BMB_1,1.1706679055,1.1570383959,0.1084674222,0.0251256281,0.1065117489,,16,,,,1,,3,3,4,1,100.383529663,-77.5231628418,-15.1769447327,0,1,0,,,1,0,0,33,0,[  -2.99999976   -0.           -0.          100.38352966],[ -0.           3.          -0.         -77.52316284],[  0.           0.           3.99999976 -15.17694473],0,2.3
