,CNR,Cortical Contrast,EFC,FBER,FWHM,FWHM_x,FWHM_y,FWHM_z,Participant,Qi1,SNR,Series,Session,Site,aux_file,bitpix,data_type,db_name,descrip,extensions,intent_name,pix_dimx,pix_dimy,pix_dimz,qform_code,qoffset_x,qoffset_y,qoffset_z,quatern_b,quatern_c,quatern_d,scl_inter,scl_slope,sform_code,slice_code,slice_duration,slice_end,slice_start,srow_x,srow_y,srow_z,toffset,tr
226,11.2868093419,0.4026973958,0.3836291869,340.4762771601,3.2213752406,2.6002369,3.68138,3.49222,25003,0.0737393255,18.7895240052,anat_1,session_2,NYU_2,,32,,,,1,,1.32999,1,1,1,85.9000473022,-127,-137.843383789,0,1,0,,,1,0,0,0,0,[ -1.3299942  -0.         -0.         85.9000473],[  -0.    1.   -0. -127.],[   0.            0.            1.         -137.84338379],0,0
90,10.3427997201,0.3621745063,0.4112208052,314.858425166,3.4479528722,2.9034696869,3.95077,3.57344,25004,0.0677403902,18.7563593247,anat_2,session_2,NYU_2,,32,,,,1,,1.33,1,1,1,96.7443847656,-127,-127.722892761,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          96.74438477],[  -0.    1.   -0. -127.],[   0.            0.            1.         -127.72289276],0,0
101,10.4293361849,0.3657563221,0.4004857848,301.3606012983,3.4099409303,2.8633357914,3.85532,3.59177,25004,0.0628306392,18.5261915137,anat_1,session_1,NYU_2,,32,,,,1,,1.32999,1,1,1,94.5747451782,-127,-127.722892761,0,1,0,,,1,0,0,0,0,[ -1.3299942   -0.          -0.          94.57474518],[  -0.    1.   -0. -127.],[   0.            0.            1.         -127.72289276],0,0
146,9.8032732589,0.3437385934,0.4015725349,292.6334847532,3.4122596964,2.8872682266,3.85736,3.56739,25004,0.0604981219,18.1943930793,anat_2,session_1,NYU_2,,32,,,,1,,1.32999,1,1,1,94.5747451782,-127,-127.722892761,0,1,0,,,1,0,0,0,0,[ -1.3299942   -0.          -0.          94.57474518],[  -0.    1.   -0. -127.],[   0.            0.            1.         -127.72289276],0,0
252,10.6451364762,0.3738827463,0.4103864119,316.2726368535,3.3949850852,2.8598306492,3.87225,3.53355,25004,0.0724338717,18.8744506006,anat_1,session_2,NYU_2,,32,,,,1,,1.33,1,1,1,96.7443847656,-127,-127.722892761,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          96.74438477],[  -0.    1.   -0. -127.],[   0.            0.            1.         -127.72289276],0,0
68,12.6074106181,0.4141571871,0.3856335751,364.552537267,3.1144149447,2.5992445418,3.50983,3.31129,25005,0.0490289762,20.5935551329,anat_2,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,84.4552307129,-127,-127,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          84.45523071],[  -0.    1.   -0. -127.],[   0.    0.    1. -127.],0,0
197,11.7594419438,0.3919559107,0.3989920321,373.3572986819,3.1693741386,2.6423121517,3.56092,3.38358,25005,0.0730540688,20.1323174334,anat_2,session_2,NYU_2,,32,,,,1,,1.33,1,1,1,72.888961792,-127,-127.722892761,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          72.88896179],[  -0.    1.   -0. -127.],[   0.            0.            1.         -127.72289276],0,0
209,12.7576726051,0.4134513837,0.3839107301,373.8019282846,3.1152424243,2.5881919255,3.52967,3.30937,25005,0.0504909147,20.9263676832,anat_1,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,84.4552307129,-127,-127,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          84.45523071],[  -0.    1.   -0. -127.],[   0.    0.    1. -127.],0,0
262,10.5980015752,0.3385531666,0.3985497097,387.5176371775,3.1232626111,2.5930340241,3.5126,3.34495,25005,0.0330223879,20.6120507967,anat_1,session_2,NYU_2,,32,,,,1,,1.33,1,1,1,72.888961792,-127,-127.722892761,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          72.88896179],[  -0.    1.   -0. -127.],[   0.            0.            1.         -127.72289276],0,0
29,11.6451392708,0.4073423257,0.4170624467,384.2127419831,3.1969446674,2.6356505068,3.6078,3.43616,25006,0.0823652741,19.2274358564,anat_1,session_2,NYU_2,,32,,,,1,,1.33,1,1,1,84.4552307129,-134.228912354,-137.843383789,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          84.45523071],[  -0.            1.           -0.         -134.22891235],[   0.            0.            1.         -137.84338379],0,0
75,9.894257873,0.4156197234,0.4097442259,287.0178460946,3.2367000605,2.7035075562,3.63267,3.45267,25006,0.0896087167,16.0552835369,anat_2,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,84.4552307129,-127,-142.903625488,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          84.45523071],[  -0.    1.   -0. -127.],[   0.            0.            1.         -142.90362549],0,0
110,11.6365720008,0.4415165552,0.4032284626,370.5866853215,3.1080679034,2.6032971678,3.55851,3.241,25006,0.0630292425,18.2431762027,anat_1,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,84.4552307129,-127,-142.903625488,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          84.45523071],[  -0.    1.   -0. -127.],[   0.            0.            1.         -142.90362549],0,0
4,10.7618943041,0.4285935568,0.4522399126,294.8572363717,3.3116642556,2.7409060009,3.71871,3.5633,25007,0.0466735383,16.9242810522,anat_1,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,82.2865524292,-127,-127,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          82.28655243],[  -0.    1.   -0. -127.],[   0.    0.    1. -127.],0,0
67,9.9184254161,0.3976266886,0.4485501988,288.9325719055,3.3234736909,2.7521698932,3.74077,3.56568,25007,0.1121209056,16.651572605,anat_1,session_2,NYU_2,,32,,,,1,,1.32999,1,1,1,85.177154541,-127,-127.722892761,0,1,0,,,1,0,0,0,0,[ -1.3299942   -0.          -0.          85.17715454],[  -0.    1.   -0. -127.],[   0.            0.            1.         -127.72289276],0,0
247,10.5532590435,0.4153046324,0.4533069936,295.1873663146,3.3565482035,2.7793345195,3.77474,3.60455,25007,0.1047072353,16.8727849669,anat_2,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,82.2865524292,-127,-127,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          82.28655243],[  -0.    1.   -0. -127.],[   0.    0.    1. -127.],0,0
18,11.601814212,0.3702161674,0.3739035515,321.8874316419,3.2872490611,2.7828081989,3.68832,3.46087,25008,0.0562710719,19.9667101816,anat_1,session_2,NYU_2,,32,,,,1,,1.33,1,1,1,63.4913711548,-127,-127,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          63.49137115],[  -0.    1.   -0. -127.],[   0.    0.    1. -127.],0,0
174,9.0082125527,0.3650251809,0.384502707,181.7927486495,3.6187592089,3.0375146151,4.04856,3.85355,25008,0.1111776616,15.1190237496,anat_2,session_2,NYU_2,,32,,,,1,,1.33,1,1,1,63.4913711548,-127,-127,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          63.49137115],[  -0.    1.   -0. -127.],[   0.    0.    1. -127.],0,0
236,13.6219243176,0.454189872,0.3718333034,413.0602044727,3.1932073695,2.737695479,3.58499,3.31749,25008,0.0543931568,20.1160256555,anat_1,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,84.4552307129,-127,-142.903625488,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          84.45523071],[  -0.    1.   -0. -127.],[   0.            0.            1.         -142.90362549],0,0
38,7.9487361001,0.3474491488,0.4574045983,286.3589457034,3.4199458707,2.7957781058,3.81011,3.75507,25009,0.0828857069,15.1405124156,anat_2,session_2,NYU_2,,32,,,,1,,1.33,1,1,1,79.3949890137,-127,-129.891571045,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          79.39498901],[  -0.    1.   -0. -127.],[   0.            0.            1.         -129.89157104],0,0
119,8.1664136517,0.3649494859,0.4462876164,245.2032914779,3.3449271165,2.7183646786,3.80902,3.61442,25009,0.1143401819,14.9999537951,anat_2,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,75.7805328369,-127,-135.674697876,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          75.78053284],[  -0.    1.   -0. -127.],[   0.            0.            1.         -135.67469788],0,0
160,9.4300133519,0.4075918682,0.4382408771,276.2700339766,3.290386209,2.6751391742,3.75239,3.54886,25009,0.0958777165,16.0897145753,anat_1,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,75.7805328369,-127,-135.674697876,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          75.78053284],[  -0.    1.   -0. -127.],[   0.            0.            1.         -135.67469788],0,0
254,7.8093636259,0.3467282198,0.4627343354,274.7991313317,3.4671122073,2.7703721258,4.00656,3.75486,25009,0.0706042545,14.8709282961,anat_1,session_2,NYU_2,,32,,,,1,,1.33,1,1,1,79.3949890137,-127,-129.891571045,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          79.39498901],[  -0.    1.   -0. -127.],[   0.            0.            1.         -129.89157104],0,0
83,10.3465144004,0.3308753386,0.380999194,342.8508581939,3.1789947255,2.5747934477,3.60612,3.46007,25010,0.0765659212,20.8728041311,anat_1,session_2,NYU_2,,32,,,,1,,1.33,1,1,1,84.4552307129,-127,-127,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          84.45523071],[  -0.    1.   -0. -127.],[   0.    0.    1. -127.],0,0
107,10.5761872828,0.3538676717,0.3735308958,308.3104657267,3.2809838584,2.6732143648,3.66548,3.60451,25010,0.0884966851,19.1497220457,anat_1,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,73.6118545532,-127,-131.337341309,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          73.61185455],[  -0.    1.   -0. -127.],[   0.            0.            1.         -131.33734131],0,0
140,10.4420280222,0.3488997144,0.3740282917,314.4305245825,3.2614789824,2.6765527061,3.61716,3.58345,25010,0.0899561925,19.2819264166,anat_2,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,73.6118545532,-127,-131.337341309,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          73.61185455],[  -0.    1.   -0. -127.],[   0.            0.            1.         -131.33734131],0,0
16,10.085555138,0.3637223193,0.385202885,302.6695557663,3.1655277225,2.6430189177,3.64628,3.29146,25011,0.0597587235,18.0692477811,anat_2,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,84.4552307129,-115.433731079,-131.337341309,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          84.45523071],[  -0.            1.           -0.         -115.43373108],[   0.            0.            1.         -131.33734131],0,0
84,12.9828440732,0.3895740382,0.3731977476,502.39565703,3.0810520588,2.5965302599,3.52416,3.1963,25011,0.0611830585,22.3231045688,anat_1,session_2,NYU_2,,32,,,,1,,1.33,1,1,1,84.4552307129,-127,-137.843383789,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          84.45523071],[  -0.    1.   -0. -127.],[   0.            0.            1.         -137.84338379],0,0
182,11.1799914135,0.3555716351,0.375600467,407.1406194394,3.055727546,2.5464776972,3.53954,3.1656,25011,0.0612143849,20.9225130607,anat_1,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,84.4552307129,-115.433731079,-131.337341309,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          84.45523071],[  -0.            1.           -0.         -115.43373108],[   0.            0.            1.         -131.33734131],0,0
129,10.8144429336,0.3347278978,0.3964777697,379.6676087554,3.3403987117,2.8623870367,3.65935,3.55846,25012,0.0724623689,20.6771012149,anat_1,session_2,NYU_2,,32,,,,1,,1.33,1,1,1,84.4552307129,-127,-127,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          84.45523071],[  -0.    1.   -0. -127.],[   0.    0.    1. -127.],0,0
192,10.5865528676,0.3496201383,0.3980399202,312.0274097558,3.302607446,2.803244261,3.71758,3.45659,25012,0.0767795223,19.4924115147,anat_1,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,84.4552307129,-127,-127,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          84.45523071],[  -0.    1.   -0. -127.],[   0.    0.    1. -127.],0,0
92,10.517313785,0.3420650936,0.4084305831,358.0902024196,3.2729182057,2.7848683464,3.65134,3.44785,25013,0.0833496501,20.3606142168,anat_2,session_2,NYU_2,,32,,,,1,,1.33,1,1,1,84.4552307129,-127,-127,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          84.45523071],[  -0.    1.   -0. -127.],[   0.    0.    1. -127.],0,0
121,10.021137899,0.3395672084,0.4150675758,333.1745040533,3.2340266649,2.7159060354,3.65666,3.40592,25013,0.0472778137,19.7610274864,anat_1,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,84.4552307129,-127,-127,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          84.45523071],[  -0.    1.   -0. -127.],[   0.    0.    1. -127.],0,0
167,10.2828653962,0.3437683563,0.4093357852,338.170410885,3.1748573276,2.6838083352,3.57325,3.33702,25013,0.0433970169,19.9852369146,anat_1,session_2,NYU_2,,32,,,,1,,1.33,1,1,1,84.4552307129,-127,-127,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          84.45523071],[  -0.    1.   -0. -127.],[   0.    0.    1. -127.],0,0
155,12.9163327454,0.3929006455,0.3593021759,356.4277055028,3.2763645218,2.8045149359,3.70426,3.38545,25014,0.0588659834,21.6650335351,anat_1,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,84.4552307129,-127,-127,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          84.45523071],[  -0.    1.   -0. -127.],[   0.    0.    1. -127.],0,0
222,12.9006993999,0.4156897562,0.3627098812,325.6379718509,3.3443269665,2.8400637592,3.78211,3.48227,25014,0.0711795776,20.722597613,anat_2,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,84.4552307129,-127,-127,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          84.45523071],[  -0.    1.   -0. -127.],[   0.    0.    1. -127.],0,0
1,9.5626801865,0.3571926119,0.3821869123,232.9985966499,3.5696014653,2.9641387763,4.02944,3.80815,25014,0.1057365392,17.3082100588,anat_2,session_2,NYU_2,,32,,,,1,,1.33,1,1,1,84.4552307129,-127,-127,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          84.45523071],[  -0.    1.   -0. -127.],[   0.    0.    1. -127.],0,0
5,10.4863769234,0.3390984446,0.3734833938,317.1591532805,3.3113823669,2.7921239755,3.72005,3.4958,25014,0.0696911995,20.1852347785,anat_1,session_2,NYU_2,,32,,,,1,,1.33,1,1,1,84.4552307129,-127,-127,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          84.45523071],[  -0.    1.   -0. -127.],[   0.    0.    1. -127.],0,0
4,12.5296033986,0.3897005594,0.3970071014,380.3435098519,3.1031848645,2.6258986405,3.47982,3.27031,25015,0.0315495439,20.8360728587,anat_1,session_2,NYU_2,,32,,,,1,,1.33,1,1,1,84.4552307129,-127,-127,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          84.45523071],[  -0.    1.   -0. -127.],[   0.    0.    1. -127.],0,0
16,11.3249857999,0.3614311051,0.40144826,354.3739615675,3.0973925074,2.6194174464,3.47033,3.26898,25015,0.0414844643,20.0883512812,anat_1,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,84.4552307129,-127,-127,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          84.45523071],[  -0.    1.   -0. -127.],[   0.    0.    1. -127.],0,0
35,11.1641608346,0.3856255582,0.424302118,329.1983173215,3.2853549963,2.7668992808,3.69888,3.46484,25016,0.0423853383,18.7934100948,anat_2,session_1,NYU_2,,32,,,,1,,1.32999,1,1,1,85.9000473022,-127,-126.277114868,0,1,0,,,1,0,0,0,0,[ -1.3299942  -0.         -0.         85.9000473],[  -0.    1.   -0. -127.],[   0.            0.            1.         -126.27711487],0,0
65,11.9986963086,0.4002802309,0.4204032771,360.3789669821,3.2531923477,2.7319592788,3.68338,3.42145,25016,0.0388361986,19.8149265051,anat_1,session_1,NYU_2,,32,,,,1,,1.32999,1,1,1,85.9000473022,-127,-126.277114868,0,1,0,,,1,0,0,0,0,[ -1.3299942  -0.         -0.         85.9000473],[  -0.    1.   -0. -127.],[   0.            0.            1.         -126.27711487],0,0
162,13.2034114925,0.4422683369,0.4134752661,377.4741337534,3.2167314322,2.7365751798,3.62778,3.35272,25016,0.046999683,20.069063165,anat_1,session_2,NYU_2,,32,,,,1,,1.33,1,1,1,84.4552307129,-127,-127,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          84.45523071],[  -0.    1.   -0. -127.],[   0.    0.    1. -127.],0,0
233,11.75683438,0.406262995,0.4157191522,336.9026773384,3.2715087625,2.7843269938,3.69119,3.40689,25016,0.0460913634,18.9165632282,anat_2,session_2,NYU_2,,32,,,,1,,1.33,1,1,1,84.4552307129,-127,-127,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          84.45523071],[  -0.    1.   -0. -127.],[   0.    0.    1. -127.],0,0
196,11.5986907587,0.3480192608,0.3627352607,393.1186537452,3.2117665546,2.6948985455,3.50821,3.50432,25017,0.0492175673,21.5377925831,anat_2,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,84.4552307129,-127,-127,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          84.45523071],[  -0.    1.   -0. -127.],[   0.    0.    1. -127.],0,0
202,11.9484560089,0.3541114062,0.3618369956,406.7668608707,3.1518333899,2.6781617264,3.42926,3.40921,25017,0.052154123,21.8683489718,anat_1,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,84.4552307129,-127,-127,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          84.45523071],[  -0.    1.   -0. -127.],[   0.    0.    1. -127.],0,0
208,10.9251337173,0.3166368334,0.3668010564,422.3064183829,3.0931550844,2.614109183,3.42724,3.30322,25017,0.0643034429,22.3737817282,anat_1,session_2,NYU_2,,32,,,,1,,1.33,1,1,1,84.4552307129,-127,-127,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          84.45523071],[  -0.    1.   -0. -127.],[   0.    0.    1. -127.],0,0
125,8.8593605388,0.3502309048,0.4192466487,301.5731099804,3.1443740225,2.5841766797,3.57553,3.36466,25018,0.0632223773,16.7826348062,anat_1,session_2,NYU_2,,32,,,,1,,1.32999,1,1,1,85.9000473022,-127,-141.457824707,0,1,0,,,1,0,0,0,0,[ -1.3299942  -0.         -0.         85.9000473],[  -0.    1.   -0. -127.],[   0.            0.            1.         -141.45782471],0,0
170,9.5497254558,0.3531118462,0.4174801087,308.0111712413,3.0558699063,2.5402291196,3.4572,3.24943,25018,0.0678881808,18.1714464861,anat_1,session_1,NYU_2,,32,,,,1,,1.32999,1,1,1,80.839805603,-124.831329346,-126.277114868,0,1,0,,,1,0,0,0,0,[ -1.3299942  -0.         -0.         80.8398056],[  -0.            1.           -0.         -124.83132935],[   0.            0.            1.         -126.27711487],0,0
148,10.1953831628,0.3381471187,0.3817538957,321.3746743909,3.0935460913,2.6569286729,3.41968,3.25839,25019,0.048797321,19.4843895977,anat_2,session_2,NYU_2,,32,,,,1,,1.33,1,1,1,84.4552307129,-127,-127,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          84.45523071],[  -0.    1.   -0. -127.],[   0.    0.    1. -127.],0,0
201,7.9446657919,0.3458648292,0.3952494866,177.9889076083,3.2661074122,2.7735149786,3.58101,3.50797,25019,0.119057102,14.4192671369,anat_1,session_2,NYU_2,,32,,,,1,,1.33,1,1,1,84.4552307129,-127,-127,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          84.45523071],[  -0.    1.   -0. -127.],[   0.    0.    1. -127.],0,0
240,9.8731711755,0.3595274619,0.3807989498,303.271890096,3.1371206209,2.6765527061,3.47296,3.32137,25019,0.0539874442,18.4157843927,anat_1,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,89.5154724121,-127,-125.554214478,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          89.51547241],[  -0.    1.   -0. -127.],[   0.            0.            1.         -125.55421448],0,0
10,11.2316652579,0.4008090476,0.4162932364,324.4068583701,3.1719576339,2.6942766596,3.58416,3.304860197,25020,0.0589105305,19.4453094213,anat_1,session_2,NYU_2,,32,,,,1,,1.33,1,1,1,60.7202911377,-136.963729858,-132.394592285,0,1,0,,,1,0,0,0,0,[ -1.33000076  -0.          -0.          60.72029114],[  -0.            1.           -0.         -136.96372986],[   0.            0.            0.99999994 -132.39459229],0,0
164,11.0996982024,0.4074374247,0.4203738791,296.2756015693,3.2404121865,2.7353542759,3.69407,3.36729,25020,0.0748158825,18.8767231599,anat_1,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,79.5590209961,-133.040649414,-127,0,1,0,,,1,0,0,0,0,[ -1.32999957  -0.          -0.          79.559021  ],[  -0.            1.           -0.         -133.04064941],[   0.    0.    1. -127.],0,0
109,9.3813002407,0.3692080149,0.3995281317,241.8091254673,3.1781763391,2.6824925475,3.58214,3.34082,25021,0.0870737103,16.6768113166,anat_1,session_2,NYU_2,,32,,,,1,,1.33,1,1,1,84.4552307129,-142.903625488,-138.566253662,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          84.45523071],[  -0.            1.           -0.         -142.90362549],[   0.            0.            1.         -138.56625366],0,0
